Transaction Date,Post Date,Description,Category,Type,Amount,Memo
10/26/2024,10/27/2024,TST* BREVITY COFFEE 18 -,Food & Drink,Sale,-12.19,
10/24/2024,10/25/2024,H-E-B  #621,Groceries,Sale,-100.44,
10/23/2024,10/24/2024,WAL-MART #1126,Groceries,Sale,-8.57,
10/22/2024,10/24/2024,CIRCLE K #2741060,Gas,Sale,-3.69,
10/22/2024,10/24/2024,TST*WONDERSLICE,Food & Drink,Sale,-24.70,
10/23/2024,10/24/2024,SQ *MERIT LEON SPRINGS,Groceries,Sale,-7.77,
10/23/2024,10/24/2024,CHICK-FIL-A APP,Food & Drink,Sale,-15.00,
10/23/2024,10/24/2024,PAYPAL *BESTMADECOM,Home,Sale,-97.02,
10/22/2024,10/23/2024,PULLMAN MARKET,Groceries,Sale,-24.60,
10/20/2024,10/22/2024,QT 4069 INSIDE,Gas,Sale,-3.29,
10/20/2024,10/22/2024,WHATABURGER 1161,Food & Drink,Sale,-39.58,
10/21/2024,10/22/2024,H-E-B ONLINE #108,Groceries,Sale,-164.37,
10/22/2024,10/22/2024,UBER   *ONE,Travel,Sale,-9.99,
10/20/2024,10/21/2024,SHIPLEY DO-NUTS - FC4600,Food & Drink,Sale,-9.17,
10/20/2024,10/21/2024,SQ *SOUTH TEXAS MAIZE,Entertainment,Sale,-16.24,
10/20/2024,10/21/2024,SQ *SOUTH TEXAS MAIZE,Entertainment,Sale,-80.10,
10/20/2024,10/21/2024,SEE KAI RUN,Shopping,Sale,-116.66,
10/20/2024,10/21/2024,SQ *SOUTH TEXAS MAIZE,Entertainment,Sale,-10.82,
10/20/2024,10/20/2024,Payment Thank You-Mobile,,Payment,3136.00,
10/19/2024,10/20/2024,H-E-B  #621,Groceries,Sale,-33.86,
10/19/2024,10/20/2024,PAYPAL *GRUBHUBFOOD SHANG,Food & Drink,Sale,-52.01,
10/17/2024,10/18/2024,LADDERLIFE INSURANCE,Bills & Utilities,Sale,-72.28,
10/17/2024,10/18/2024,GOOGLE *FI XN299x,Bills & Utilities,Sale,-115.68,
10/16/2024,10/18/2024,CIRCLE K #2741058,Gas,Sale,-114.35,
10/16/2024,10/17/2024,H-E-B #793,Groceries,Sale,-39.33,
10/16/2024,10/17/2024,SQ *DEVINE ACRES FARM,Food & Drink,Sale,-22.50,
10/15/2024,10/16/2024,H-E-B  #621,Groceries,Sale,-57.06,
10/14/2024,10/16/2024,THE HOME DEPOT #6556,Home,Sale,-194.37,
10/14/2024,10/15/2024,H-E-B ONLINE #108,Groceries,Sale,-189.12,
10/14/2024,10/15/2024,H-E-B  #621,Groceries,Sale,-8.96,
10/13/2024,10/15/2024,REI #131 SAN ANTONIO,Shopping,Sale,-29.62,
10/13/2024,10/14/2024,Hiatus - San Antonio,Health & Wellness,Sale,-89.00,
10/13/2024,10/14/2024,UMIYA,Food & Drink,Sale,-116.52,
10/12/2024,10/14/2024,HYATT REG HILL COUNTRY F,Food & Drink,Sale,-145.16,
10/12/2024,10/13/2024,PAYPAL *TODD SNYDER,Shopping,Sale,-67.68,
10/11/2024,10/13/2024,TARGET        00021873,Shopping,Sale,-48.07,
10/12/2024,10/13/2024,PAYPAL *GRUBHUBFOOD MINGS,Food & Drink,Sale,-30.76,
10/12/2024,10/13/2024,H-E-B  #621,Groceries,Sale,-45.37,
10/11/2024,10/13/2024,MICHAELS STORES 7808,Shopping,Sale,-7.78,
10/10/2024,10/13/2024,CIRCLE K #2741058,Gas,Sale,-3.69,
10/12/2024,10/13/2024,APPLE.COM/BILL,Shopping,Sale,-9.99,
10/11/2024,10/13/2024,MICHOACAN,Food & Drink,Sale,-23.84,
10/10/2024,10/11/2024,CHIPOTLE 0569,Food & Drink,Sale,-31.99,
10/10/2024,10/11/2024,SPRING CREEK GARDENS,Home,Sale,-2.06,
10/10/2024,10/11/2024,SPRING CREEK GARDENS,Home,Sale,-4.89,
10/10/2024,10/11/2024,PAYPAL *GEEKHUBPTYL,Bills & Utilities,Sale,-6.00,
